Username,Rating,Date,Comment
Kyle,,"Reviewed in the United States on June 13, 2024","The legacy G502 was a favorite of mine and in service for years on years.

I was a little wary because mouse manufacturers have been finicky for a few years, using switches with substandard lifetimes and accumulating double clicks and other unhelpful quirks.

While I haven't used this long enough to know for certain if its longterm reliability will meet or exceed my original G502, it's comfortable and the Powerplay functionality works well. It usually idles at 70-80% battery capacity, which leads me to believe that it's kept intentionally at that threshold to preserve the battery's lifespan.

If I remember correctly, this model has optical switches which should alleviate some of the problems in earlier generations and prevent the notorious double click from lesser switches.

Overall, it's comfortable and well made, and I hope it lives up to the expense and expectations."
Brian,,"Reviewed in the United States on June 10, 2024","My use case for this mouse is a odd use case. I primarily use this for corporate work from home, and I can't download any additional non work software onto the computer. I tried the newest MX Master Series, and I loved it but I couldn't use the software. I've tried the Razer ergo line mouse, was white and got gross immediately. This mouse is the number one selling mouse for a reason. Ergonomics is great, the amount of buttons is phenomenal, the onboard memory is a great addition, can add additional weights if need be, and is wired. While I won't be using this in office due to the sound, as a work from home mouse it's the best mouse I've used to date"
Rafa,,"Reviewed in the United States on June 18, 2024","Bought this mouse to replace my struggling G502 Hero. Myself, as a lot of people, really like the shape of the G502 and the extra programmable buttons compared to other mouses on the market. The only downside of the G502 is that it weighs A TON, like 108g, which compared to this might not seem like a lot of difference, but i can certainly feel it. I guess the RGB was the sacrifice that needed to be made . 😢 I really like the white look, although the cable doesnt look or feel that good. Wish they had it braided. 😪 Definitely good value for your money though."
chris,,"Reviewed in the United States on June 17, 2024","I wanted to try the logitech G502 series mouses for a long time. I used to use the razor doppleganger for a while before it stopped functioning. So far this mouse has been solid. All the buttons feel sturdy, the RGB looks incredible. The response while gaming has been excellent and the connectivity hasn't given me any issues. Now with daily use I'd say this mouse lasts you about a week before you need to charge it. I haven't tried the wireless charging, so can't speak on that, but so far everything on the mouse has been excellent."
Mikey,,"Reviewed in the United States on June 22, 2024","This mouse is undoubtedly the finest I have ever used. The buttons' clickiness is impeccable, and the tracking with the hero sensor is truly revolutionary. The software is user-friendly, and the aesthetics are pleasing. The RGB colors are vivid and vibrant.

I strongly recommend purchasing the Logitech Powerplay. It eliminates the need for charging the mouse and seamlessly integrates with your existing mousepad. It connects to the mousepad rather than the dongle, ensuring impeccable connectivity.

Ergonomically, it is exceptional!"
Anthony,,"Reviewed in the United States on June 23, 2024","Used the OG G502 for well over 6 years and it has had little to no double-click issues (when it does it usually goes away almost immediately). This one feels a lot better and is a lot lighter, has a much more sleek design, and I only used 20% battery over 12 hours with the RGB on. Very responsive mouse as well. Hopefully no double-clicking in the near future."
Chris S,,"Reviewed in the United States on November 8, 2023","My previous mouse was a G502 Hero (wired), so my review will focus a lot on the differences along with general observations.

Design: This mouse is raised slightly higher than the Hero, giving it more of a hump and not as flat as the Hero. I find this beneficial and more comfortable. It is not as drastic a hump as the Logitech MX Master, making it low enough to accommodate different grip styles. A palm style might not find it as beneficial or may prefer the Hero if they like a flatter mouse.

Buttons: The extra buttons have been slightly moved and in a way that I find to be more accessible. The DPI shift button is not as in the way as it was before and can even be covered completely, so it becomes a non-factor. If you like the DPI button, the button can be flipped, making it more accessible. The left clicker is also slightly wider, but still on the narrower side compared to a lot of other mice.

The clicks are satisfying and although they require a bit more force than the Hero, they feel more responsive and less squishy. My primary reason for replacing my Hero was that the right button started double clicking, so I will update this review if the same issue occurs on these new switches that are supposed to avoid that problem developing.

Weight: The weight has been reduced considerably and the mouse does NOT contain a place for extra weights like the Hero does. If you like a heavier mouse, this may not be what you're looking for. That being said, I had weights in my Hero and have found the lighter weight decreases fatigue while also making it easier to move around; took some getting used to, but within a few hours of use I had adjusted and actually really like how much lighter it is.

Battery Life: At full charge the Logitech software estimates about 150 hours of battery life. So far, the estimate appears to be fairly accurate. Will update if any issues with battery life come up.

Scroll Wheel: The scroll wheel is much lighter and has a rubber coating. I always found the Hero to be just a little too heavy, but I feel like they could have made the new wheel slightly heavier. That being said, it has definable notches in the locked/line position and spins just as fast in the unlocked/free spin position.

Miscellaneous: The rubber coating is different and while I've seen some say it is better, I would just say it is different. Not better or worse. The sensor is essentially the same as the Hero and performs just as well.
The cutouts where the lights go for the Pro version are surprisingly not noticed when using. I was afraid they would cut into my hand, but they somehow figured out a good angle and size for them that I don't notice them.

Overall, the mouse is an improvement in many respects over the hero."
Joseph L.,,"Reviewed in the United States on February 10, 2024","I replaced my ""ol' reliable"" Logitech G502 Hero after several years of use due to the infamous double clicking issue. I'm not a tinkerer, so I figured to make an upgrade. Just like it's predecessor, this one is certainly living up to the G502 reliability, affordability, and quality. It's reasonable priced for an upgrade. I never thought I'd invest in a wireless gaming mouse, but this one has certainly defied my expectations. Honestly, I probably wouldn't have opted for it, but the wired one had no RGB and I RGB vomit everything, so I returned it lol. Well played Logitech 😑 The RGB is very easy to set up and had a lot of options for customizing. The battery life lasts for several days at a time with it always being on w/ RGB and likely longer if I turned it off after each use. If you're tied to the cord, you can simply plug it in when gaming and unplug for everything else. If the charging pad was an option as a full desk-mat, I would have opted for it, but I don't want to put it on top of my current Razer RGB desk-mat. It feels a little less robust in comparison to the G502 Hero in terms of weight (likely due to the absence of a battery and optional weights) and external materials. I did miss the metal scroll wheel, braided wire (this one is rubber, but I'm rarely using it anyways) and the option for weights, but I've long forgotten them after a couple of months of use. It is fairly light though, if that's a big deterrent for you. Otherwise, if you are looking to wireless upgrade, I couldn't recommend this one enough! If you'd prefer wired and don't care for RGB, get the other one for less and same specs. There's a reason why this mouse is sitting pretty with thousands of reviews and an average of 4.5 stars at the time of this review. GET IT! G502 MASTER RACE!!"
Spencer L.,,"Reviewed in the United States on May 18, 2024","I have used the G502 hero for about 3 years now, however mine developed issues with missed clicks and the sensor that are quite common with the old model. The G502 X, to me, is a meaningful improvement over the prior model. Not only are the sensor and buttons much less prone to issues, the mouse is significantly lighter and the model without RGB will run for ~120 hours on a charge. If you are in the market for a 502 hero replacement or looking for a mouse with this particular style of ergonomics you can’t go wrong here."
Dylan B.,,"Reviewed in the United States on April 6, 2024","I'm coming from the G502 Proteus Spectrum, I actually had two. Very similar buildwise, but I find this wireless version of the G502 lineup to be absolutely amazing. It has a long lasting battery life, the buttons feel great to click, and the scroll wheel feels much nicer to scroll with compared to the metal one that would wear down on the Proteus Spectrum after a few years of use. I'm also a big fan of the RGB / customization you can do with this, it has a great design / aesthetic to it.

I was worried about the connectivity of it being wireless, but so far I haven't noticed any major difference between my old wired mouse. You can always plug it in wired as well, if that's a concern.

Previously I tried out the G502 Hero a few years ago, and I hated it - it was too small for my hand. Especially the thumbrest part. But this mouse is perfect in every single way. The clicks aren't silent either - about as loud as the Proteus Spectrum - if that's something that bothers you.

I'm also someone who uses a mix of the fingertip/palm grip, basically where I'm almost fully gripping the mouse, but my palm isn't touching it."
M.Lee Fox,,"Reviewed in the United States on May 20, 2024","I've been using this mouse for some time now and it has always been amazing. The biggest down side to Logitech mice are the double clicking issues and the scroll wheel issue. Hopefully, with the new laser sensor for the mouse button, we don't ever have to worry about the clicking issue.

The only down side for this mouse it the overall weight of over 106g. This mouse would be absolutely amazing if Logitech could somehow shave an additional 15g off the weight of the mouse..."
Haggis,,"Reviewed in the United States on June 7, 2024","I have fancied this mouse for a while, but it has not been made available in the UK. So while on holiday in the US i ordered it. I am extremly pleased i got it. I dont use it for gaming, but for working from home."
Samu,,"Reviewed in the United States on June 4, 2024","Absolutely phenomenal gaming mouse! The Logitech G502 X with its hybrid LIGHTFORCE optical-mechanical switches and HERO 25K sensor offers unparalleled precision and responsiveness. It's perfect for both PC and macOS users, providing a seamless experience. The ergonomic design ensures comfort during extended gaming sessions. Highly recommend for serious gamers. 5 stars!"
