Username,Rating,Date,Comment
1***9,5,01 Jun 2022,It was a good and nice mouse to use. The delivery is quite quick.
A***.,5,06 Sep 2022,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed bibendum, diam a tempus tempor, enim enim convallis nunc, ac euismod mi neque sit amet leo. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Suspendisse ipsum ante, laoreet eget dui vel, aliquam tempor diam. Duis ultrices viverra"
1***6,5,03 Aug 2022,"Good product, it feels great, I like it very much, and there are professional software that can set specific configurations"
S***.,5,09 Jul 2022,excellent mouse. u can control the speed with the roller
LCY,5,06 Apr 2024,"Programmable buttons for easy customization, Customizable RGB lighting for a personalized look, Compatible with both PC and Mac systems,  "
N***.,5,28 Aug 2023,"mouse arrived in good quality, on time, authentic.  "
David L.,5,4 weeks ago,"Highly responsive and accurate sensor, Smooth and precise cursor movement,  "
Maisarah S.,5,22 Dec 2021,"The mouse is great! The form factor, weight, the easy customisation, it’s simply perfect. I only have a few minor issues, the button placement. My hands are a bit small so it’s a bit uncomfortable. Upgrading from the G300S, I’m used to having extra buttons on each sides. For the G502, they’re all on the left side so I need time to get used to it. Would highly recommend!"
l***.,5,2 weeks ago,look so cute fast delivery look so cool hope it is good to use. 
J***.,5,05 Mar 2024,"Smooth and precise cursor movement, On-board memory for saving personalized settings, Highly responsive and accurate sensor, High DPI range for precise tracking, Highly responsive and accurate sensor,  "
H***.,5,23 Feb 2024,"High DPI range for precise tracking, Highly responsive and accurate sensor, Smooth and precise cursor movement,  "
Raja A.,5,29 Feb 2024,"High DPI range for precise tracking, Adjustable weights for personalized balance, Highly responsive and accurate sensor, Ergonomic design for comfortable grip, On-board memory for saving personalized settings,  "
Caston,5,31 Mar 2024,"Highly responsive and accurate sensor, High DPI range for precise tracking,  "
Vivian T.,5,28 Mar 2024,"Quality: ❤❤❤❤❤

Material: ❤❤❤❤❤

Functionality: ❤❤❤❤❤❤❤❤❤❤❤❤❤ "
Z***.,5,24 Jan 2024,"Functionality:Lots of DPI settings to choose from with programmable buttons for gaming and macro commands for software like Adobe Photoshop.

 Quality:Somewhat average. The scroll wheel has a plasticky finish and the mouse doesn't have stress relief guards for the cord

 Material:High quality plastic. Too light for my liking despite the supplied iron weights.

I bought the G502 Hero on a whim without due diligence on my part as my old Corsair M65 corded gaming mouse stopped working after 7 years. I'm not familiar with the Logitech G series mice and chose one that looked good but affordable.

While this mouse has optional weights, they're all positioned from the center towards the back. Unlike the Corsair M65 there's no provision for adding weights in front therefore the weight distribution is rear heavy.

On the plus side the G502 Hero's scroll wheel is quite sensitive and needs only a light touch. There is no surface calibration feature for this model for some particular reason.

This is a mouse that I find easy to adapt for normal use but it's not quite what I had hoped for FPS gaming.  "
c***y,5,15 Mar 2024,"fast delivery
good packing
👍🏻👍🏻👍🏻
product really nice

 "
Gary T.,5,07 Jan 2024,"Functionality:Superb Good
 Quality:Good built with the price
 Material:plastic and metal
roller step a bit big compare to other mouse， mouse click slightly not solid compare to 502x but near to half of the price， no complain "
Cheng R.,5,30 Dec 2023,"The mouse is very comfortable to hold and it feels so smooth, definitely recommended if anyone wants to buy this mouse.
 "
Norman I.,5,11 Jun 2021,Mouse terbaik yang pernah dipakai
Joseph C.,5,17 Dec 2023,"Ergonomic design for comfortable grip, only downside is the scroll wheel is too fast when it's loose mode "
Mohamed H.,5,02 Apr 2021,Puas hati beli.
N***.,5,06 Jun 2021,good no scratches
Y***H,5,17 Nov 2023,"Ergonomic design for comfortable grip, Smooth and precise cursor movement, Compatible with both PC and Mac systems, Highly responsive and accurate sensor,  "
kuzon73,5,12 Apr 2023,Tolong improve laa brg ori xkan balut cikai jer kotak kemek gilaa pakai la inflatable air jgn pakai bubblewarp
Khian M.,5,16 Nov 2023,"this is my second time buy this g507 hero, this is the best ever mouse i used. very recommended you guys buy this for work even gaming, coz it smoothly and more functional for gaming.  "
Y***.,5,15 Jul 2021,Good 
Tan D.,5,18 Dec 2023,"Customizable RGB lighting for a personalized look,  "
Teoh C.,5,19 Sep 2023,"Functionality:Work as intended.
 Quality:All buttons feel solid. 
 Material:Rubbers on the side feel really good. "
Damaris K.,5,25 Jan 2023,Really solid mouse. Replaced my G402. Item arrived relatively fast. 
Zarif A.,5,02 Mar 2021,Really nice and the mice in a good condition 👍🏼👍🏼
L***.,5,12 Oct 2023,very nice mouse. has good weight and suitable for my big hand 
1***5,5,08 Jul 2023,"Even though nowadays mices are getting lightweight, still this was the best mice for many years. If never tried, get a try."
Y***n,5,19 Sep 2023,"Pretty good👍
 Quality:10/10
 Functionality:10/10
 Material:10/10 "
A***.,5,24 Sep 2021,A bit slow delivery but otherwise good tracking system. Box slightly dented but inside no problem. Very good mouse to use.
K***.,5,20 Sep 2021,"Box a bit dented, but the device is fine, performance & condition is still very good 👍🏻 Fast delivery too! Definitely recommended with the promo price :)"
KxDiong,5,16 Aug 2023,"Good Product Quality, Good value for money, Excellent service by seller "
Leong K.,5,03 Apr 2021,Thanks!!! Received in good condition! 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
LIM G.,5,20 Jun 2023,my lover mouse. wan buy this in long time ago. but as long as logictech mouse pricing very high.  i only can be acceptable in max rm100 ~ rm150 only. other that tooo expensive. it just a mouse.
SL L.,5,09 Jun 2023,Item was very fast delivered and received In good order. It is working fine as advertised. Seller was effectively and recommended.
Vincent Y.,5,29 Mar 2023,"Functionality:customized button Quality:build quality solid 
Very good affordable gaming mouse, delivery very fast,within in 24 hours received this mouse, thank you seller!"
Ho Y.,5,2 days ago,"Been using for a week now, upgraded from a G402. Pros: fits my hand well but YMMV. The side buttons are wider than 402 so its more natural to press. Can toggle smooth/stepped mouse wheel. LR mouse wheel buttons are cray. Feel delighted to come back to it. 
Cons: heavy for a modern mouse at 100+g, then they give more weights. Sometimes GHub doesnt detect my game. 

Wish they still did the above-mouse-wheel button like the MX512.  "
Jason L.,5,3 weeks ago,"Adjustable weights for personalized balance, Ergonomic design for comfortable grip, Smooth and precise cursor movement,  "
K***.,5,11 Jun 2022,"Fast delivery, no damage to product and well known mouse by gamer "
****3,5,15 Feb 2023,Item received. First time bought Logitech product. Hopefully quality is satisfy.
Robert S.,5,01 Jul 2022,wrapped in bubble wrap. box slightly dented since it's a small and non-rigid box. the mouse works fine. the weight adjustment is very desirable as it suits the way i move my mouse. the grip and feel of the rubber and plastic is very nice. highly recommended for those looking for great gaming mouse on cheaper end.
Shyris,5,30 Mar 2022,Fast delivery even ftom johor. Item recieved as advertised. And for the price i cant say anything else but so cheap yet the function you get from this mouse is exceptional
KONG W.,5,07 Apr 2022,"Quick delivery and it's a genuine product! 👍🏻
I really enjoy using the mouse!"
Winner K.,5,11 Apr 2022,nice good 
Kent K.,5,10 Mar 2023,Quality: Functionality:Very Good Product
1***1,5,08 Jul 2022,Simply amazing it feels so much better then my older mouse and it looks beautiful with the RGBs
Joergen K.,5,14 Sep 2022,"Good and fast delivery service, a responsive seller and good quality"
T***.,5,21 Jan 2023,the mouse is very good in quality and it look very cool. the only shortcoming is the mouse is too heavy and big
Muhammad F.,5,20 Sep 2022,working perfectly 
M***.,5,06 Mar 2023,Great Product.
1***7,5,13 Mar 2023,good material good quality fast delivery good function thanks
X***.,5,01 Aug 2022,"Gud. function properly.

i bought this bcos my Razer basilisk x is kinda broken."
Wilber S.,5,03 Jun 2022,Things are great and come in 3 days time. just tht the box is run on shape abit
A***.,5,30 Mar 2022,"This is my first time buying a higher range mouse and damn I gotta say this mouse feels amazing. I am never going back to cheap mouse, I’m sorry 😆 "
Christopher J.,5,08 Mar 2023,Functionality:love it Quality:good I like it Material:perfect
H***.,5,03 Mar 2023,Quality:Good Functionality:Good Material:Good
arsalan K.,5,16 Dec 2022,fast delivery and high quality packaging. The mouse is big enough for my hands and the quality of the product is high. Also I used the Logitech software for the customization of the mouse.
Zero W.,5,01 Feb 2023,之前因为正版的滑鼠太贵了，所以之前用的是中国的冒牌货，因为一直有问题才下定决心买正版。不买还好一买了就回不去了，正版和假版差太多
Wei B.,5,14 Jul 2022,"This product is good. The delivery speed also very fast, i order at 12/7 it come on 14/7 although i live in selangor and it come from johor. Very good seller and will buy it again "
N***.,5,31 Mar 2022,"Fast delivery. Despite some dents on the box, everything is okay."
Regis R.,5,09 May 2022,"item received well,and feel really nice in hand ,very well  packed by the seller,thank you for that"
he X.,5,03 Feb 2023,Everything is good 
L***.,5,02 Mar 2022,comes in good condition
Chan H.,5,16 Mar 2023,The best and the best 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪
W***.,5,13 Feb 2023,Good product!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Present Q.,5,13 Oct 2022,box can say really bad but mouse is good
tommy S.,5,07 Mar 2022,good quality
Jiu Y.,5,01 Jun 2022,"G502 Hero the only mouse you needed for your daily gaming, comfy and sturdy. The scroll wheel is very delightfully designed."
1***4,5,12 Jul 2022,"It has perfect grip over ur hand, multiple control and good quality,not to mention it's not pricy. Despite mouse markets has been fighting over lightness, this sure does makes it way. Highly recommended for people who uses high sensitivity. 106g a mouse and u can even add weight. Not to mention it has 25k dpi. It might me a old model but if u dun mind wired, this is the perfect go. "
Mobin,5,10 Jun 2022,"Fast shipping👍,Great product,no issue,no damage,nice💕."
Rachael E.,5,14 Jan 2022,Box slightly dented but everything works fine. Fast delivery and worth the price
Vengades B.,5,25 Apr 2024,"Highly responsive and accurate sensor, Ergonomic design for comfortable grip, Adjustable weights for personalized balance, Smooth and precise cursor movement,  "
Ping W.,5,03 Jan 2022,"the parcel is nicely wrapped with bubble, so no damage to the box and its content, satisfied with the mouse quality and will come back if looking for more Logitech G merchandise."
K***t,5,04 Mar 2022,不错但盒子有点凹
P***a,5,31 May 2023,Order received in good condition 👍👍👍 Thank you very much...
S***e,5,22 Jun 2023,"I bought it for my brother, he said he likes it so much! ^^"
WONG H.,5,06 Apr 2023,"On the whole, there is no problem and it works smoothly."
Alex W.,5,20 Nov 2021,Fast delivery and good product
0***3,5,09 Mar 2024,"Smooth and precise cursor movement, High DPI range for precise tracking, Adjustable weights for personalized balance, Durable construction for long-lasting use,  "
William T.,5,21 Jul 2023,best
Rade K.,5,02 Mar 2021,great from logitech store~ thanks no dented packing 5/5 star for u
Frost,5,23 Oct 2021,"product well packaged and arrived very fast, overall great shopping experience from the store "
Zachary L.,5,24 Feb 2021,"Good packaging and fast delivery
Overall very good mouse imo upgraded from g103
I find it a lil heavy without the weight still
highly customizable would definitely recommend! "
Ah J.,5,20 Feb 2021,very good packaging
Caroline K.,5,19 Feb 2021,"Super fast delivery!
17th placed order and received on 19th!"
Muhd A.,5,17 Feb 2021,"semalam packing
harini jugak sampai
servis terbaik daripada dua2 belah pihak penjual dan penghantaran

10/10 gonna buy again from official store."
Ho H.,5,21 May 2023,good condition， quality assure
Lchin,5,11 Feb 2021,works perfectly. 
mon,5,28 Jan 2021,Received! Love it.
E***r,5,17 Nov 2023,Quality:  box dent but the product is ok 
Krishna N.,5,10 Jan 2021,Fast delivery. Packaging was well protected with bubble wrap. No damage and perfect quality. 
W***n,5,09 Apr 2023,fast delivery good quality
CY C.,5,16 Sep 2021,Great product. value for money and sufficiently fast shipping. 
w***.,5,13 Sep 2021,"Box damage sikit but inside all good,delivery so fast"
Muhammad A.,5,13 Sep 2021,nicely pack n fast shipping. Item work perfect n lovely.love the additional weight set and also infinity scroll wheel. 
Wayne K.,5,24 Dec 2020,"very  fast delivery, The important thing is that it can fit my hands perfectly✋"
M***.,5,08 Sep 2021,"Worth every penny. If you search for gaming mice under rm200, this is the one."
Adib S.,5,24 Dec 2020,Fast delivery 😍 item received in good condition with burble wrap but the box i dont know what to say. The most important is the mice 🤩 logitech software can detect it fast and this is legit 🔥
bashir,5,21 Dec 2020,Soo nice smooth and very fast  light speed 
Choy Y.,5,21 Dec 2020,The box is bend. But the mouse work well and nice. 
Lee Q.,5,15 Dec 2020,"Well packed. Order on 12.12 , received 14.12. 
The shipping won't wait too long. Thumbs up👍👍"
abdul B.,5,14 Dec 2020,terbaik..Mantap..
Sithi N.,5,21 Aug 2021,"Fast shipping and excellent service.However,the delivery was super slow.Took 10 days to get my parcel.Its not the seller fault.Good mouse and good quality"
James M.,5,23 Nov 2020,Packing was insanely good. 
Woon L.,5,09 Apr 2023,fast...
Derrick C.,5,12 Aug 2021,"item received in good condition, excellent quality 👍🏻"
William C.,5,12 Aug 2021,Well delivered thanks
D***.,5,11 Aug 2021,"Box was a bit dented but the mouse is in perfect condition,fast delivery and mouse is original,safe to buy."
Yahya A.,5,26 Jul 2021,"the box are a bit dented from handling but the pacakging is well padded. item received well. the mouse it self, i prefer the wheel on my g403 other than that, very nice."
Z L.,5,26 Jul 2021,Received in great conditions. Great mice
Lum X.,5,16 Oct 2020,"Quick delivery (within 2 days despite temco).
Product is above average, totally suits wired mouse lover like me."
Ling F.,5,17 Jul 2021,I love it so much
N***.,5,15 Jul 2021,"Got this mouse and have been using it for a couple of days. The best thing about the mouse is the scroll wheel where you can toggle between locked scrolling and free roll, also you can scroll sideways with it. The size of the mouse is a bit small for me (170cm, 70kg, M). The adjustable weight is good but without the extra weights the mouse is already quite sturdy. The slight problem I have with this mouse is the 2 button next to the LMB, sometimes I'll accidentally click it. Overall, it's worth "
f***n,5,14 Jul 2021,Good quality but poor handling of parcel
Daniel I.,5,14 Jul 2021,"Mouse berat, bagus untuk kawalan yg dinamik, kena install software untuk custom setting"
master J.,5,03 Jul 2021,"item working as expected.  I am able to use g hub to setup this G502 hero. overall, satisfied with this purchase."
C***.,5,28 Dec 2023,"Adjustable weights for personalized balance, High DPI range for precise tracking, Durable construction for long-lasting use. "
Christopher N.,5,24 Aug 2021,COD is ok and is Ori and is the best.  the delivery man did not go away immediately and we have time to check the box.  best. 
Kok P.,5,25 Jun 2021,Good service!! Chat response very fast!! Good packaging with a layer of bubble wrap. The box a bit dent but who cares! Janji mouse perfect. Must support this store kao kao. 
S***.,5,24 Jun 2021,Carefully wrapped and fast shipping.. The mouse is a good buy 👌
Muhammad H.,5,24 Jun 2021,Skeptical between G502 and G402 so yolo'd this; Worth it. All the buttons are great it feels nice for M to L hands. It looks nice and doesn't interfere with handling. The 3.6g weights to make the mouse heavier is a nice touch for those that like high DPI but want more control on it. If you can get discounts on G502 then get it. Shipment is okay its FMCO still a respectable time. The handling of the product is typical of Logitech ;good care of product. 
Reuben S.,5,23 Jun 2021,"A decent gaming mice, with good sensitivity at the buttons. Adjustable weights gives a solid feel for individual tastes. Scroll lock button gives different options for scroll wheel. DPI clutch allows immediate switch to different DPI as set in GHub.
Not recommended for small hands, as the clutch button is quite far ahead.
Download and install GHub for full functionality."
T***h,5,22 Jun 2021,Good product quality. Worth the money. highly recommends.. 
J***.,5,21 Jun 2021,"great mouse I've ever had
awesome for gaming
i will give 9.5 out of 10"
M***y,5,19 Jun 2021,"The mouse is delivered in a well condition, the only flaw is the box is crumpled(kemek)."
Y***X,5,18 Jun 2021,Satisfying shipping speed and the mouse is excellent in quality. 
1***6,5,17 Jun 2021,awesome.good packaging n good condition.pavkage was not dented or torn in any way.mouse is the best I've ever used .
K***.,5,14 Jun 2021,Got recommended by Baobao due to the Collab stream. Very pleased with the quality that I got. My 1st Logitech equipment. Will buy from Logitech in the future! (P.S. Collab more with Baobao tq)
J***.,5,11 Jun 2021,One of the best wired mice out there. Recieved in good condition and on the expected delivery date.
Dzafira D.,5,12 Aug 2020,"Packaging was great, the item was secure and arrived safely. Had all the weights. Definitely a good buy, with or without sale price."
Beh K.,5,11 Aug 2020,Don't tell my mom i bought a cheap keyboard to match with my Gaming mouse. 🤫
Pooh,5,06 Aug 2020,Ordered 4/8. Received 5/8. Very fast delivery. Item well pack no dent of box. Mouse 👍
Sook K.,5,05 Jun 2021,kotak kemek sikit tapi mouse nasib baik ok je 
Mohamad H.,5,14 Dec 2023,"Customizable RGB lighting for a personalized look, Smooth and precise cursor movement, Highly responsive and accurate sensor,  "
JWSiaw,5,14 Dec 2023,"Highly responsive and accurate sensor, Durable construction for long-lasting use, On-board memory for saving personalized settings, High DPI range for precise tracking, Customizable RGB lighting for a personalized look, Smooth and precise cursor movement, Programmable buttons for easy customization, Compatible with both PC and Mac systems,  "
世权,5,06 Mar 2024,"Shipping is fast, the packages are good and quality assured.  "
Ryan T.,5,12 Jul 2020,Received item 4 days after placing order. The item is well packaged and has excellent quality. Love it so far.
Sean L.,5,11 Jul 2020,"the delivery was fast,but the package I've received was a bit dented, I'm not blaming the seller, it's just that the courier service that was handling the goods should be more careful. 
Luckily the mouse had no whatsoever problem,and is fine."
1***6,5,3 weeks ago,receive in good condition  
Kavita R.,5,23 May 2020,"Bought G502 Hero and G512 Lightsync together. Items came within 5 days of placing order. With multiple buttons on the mouse, I am able to spam the voice lines keys in Overwatch. Never felt better to say 'No' to the Genji spamming for heals."
Muhammad D.,5,21 May 2020,really satisfied with the quality and performance of the product no complains 👌🏻
Muhammad I.,5,21 May 2020,thank you barang sampai dengan baik dan packaging dengan elok. Musim pkp ni so barang lambat sikit sampai.
Aiman W.,5,20 May 2020,Got the product safely.
Mohammad L.,5,20 May 2020,Good packaging. Original item. Working as intended
WONG K.,5,09 Apr 2021,Nice n good 👏🏻
Elvin S.,5,08 Apr 2021,Bought during 27th March 2021. Item Received in good condition. Just box abit damaged maybe due to courier. But overall item is fine everything works normally. Excellent!
Hakim,5,07 Apr 2021,nice properly wrapped and fast delivery from lazada 👍👍 nice promo tho
1***0,5,06 Apr 2021,"When I heard the review from the first customer, I was wondering if it is true. I am impressed. He did tell the truth.. Don't mind the red marker its for my University's mail sorting system. The mouse actually came early but I can't grab it since the mail's office was close. The box are in great shape so the stuff inside it. the mose feels incredible and the packaging have these bubble wrap which I will pop it later for fun. The mouse You guys are great. Keep up the good work 🤝"
Luqman L.,5,05 Apr 2021,This is the best mouse I ever had. Thank you logitech. ☺️🥵🔥
Law W.,5,03 Apr 2021,worth the money 
S***f,5,02 Apr 2021,Beli masa lazada birthday dapat rm150 jer  👍
Rhen G.,5,18 Jan 2024,"Safely received, good design, good handling feel but haven't start setting yet "
SEOW Y.,5,03 Apr 2020,Great and is worth for the price. 
Shahbanu,5,18 Mar 2020,Fast delivery. Packed neatly. Thank you! 
Daus,5,19 Feb 2020,good item. worth the price. 
m***y,5,02 Nov 2023,"I was skeptical at first, but this product has proven me wrong. It's efficient and has made my life so much easier. I appreciate the attention to detail in its design. I couldn't be happier with my choice. "
Goh C.,5,05 Mar 2023,"Fast delivery, and update the delivery status on time
Good packing"
1***3,5,03 Apr 2022,nice mouse
Bryan D.,5,17 Oct 2021,So much customization and the weights provided helped a lot
SZD2071,5,25 Jul 2021,Good movie 
Daneliech,5,12 Jun 2022,"Really well made, the keys are sensitive though the size of the mouse need some time to get used to"
Yukuroo,5,12 Sep 2021,"shiny mouse i love it OwO, delivery took 2-3days quite ok since no rush to get it. feels amazing, good quality"
yslow,5,19 Jun 2022,Original can connect with Logitech g hud
TRACY L.,5,11 Jul 2021,"Product arrive safely and thanks for fast delivery 🙏. 
Thanks seller for wrapping it safely. Tested works well & my son like it 👍😍"
W***.,5,26 Mar 2023,Functionality:gooddddd besttttt to useeeeeeee Quality:solidddddd heavyyyyyyy biggggggg Material:goodddddd
Fauzi Z.,5,25 Mar 2023,"Quality:Original Functionality:Outstanding
Love it all !"
Sri D.,5,21 Nov 2021,"Received the parcel safely in 3days. No damages.👍🏻 The mouse condition was excellent.
 & working very well. Finally I'm into the Logitech Fam.."
Yow J.,5,09 Oct 2021,
lam W.,5,13 Sep 2021,
Muhammad J.,5,25 Jul 2021,"mouse ni, panjang juga la. kalau tangan saiz besar sedap pakai  tapi lebar dia kurang sikit kalau nak banding dengan rival 300( dulu saya pakai yang ni).
material untuk wire sangat elok, nampak macam tahan lasak. kemudian dia boleh ubah dpi, shift dpi pun features yang menarik especially bila main fps game. 
berat dia pun nice untuk control movement mouse smoothly. "
Dotknowlah Y.,5,11 Apr 2021,im simpinnn😫😫😼🔥
mohd I.,5,15 Aug 2021,receveid in good condition. great mouse
Nick T.,5,30 May 2021,good good good good good good good good good good good good good 
Hew K.,5,07 Mar 2024,"Compatible with both PC and Mac systems,  "
Eon L.,5,15 Sep 2020,great！！
Sylvester O.,5,12 Oct 2019,"This is the best gaming mouse that I ever had, btw I'm Rainbow Six Siege and this is the best suggestion from me. Best spamming mouse for any pistols bcz I'm also Caveira player, great aim for using this mouse... #loveit 😘😍"
Nurul N.,5,01 Oct 2019,Fast delivery. Good quality product
Koit H.,5,28 Sep 2019,"It is slightly heavier than my previous mouse which is  helpful for stability. It only takes time to adapt. Anyway, the mouse is great."
Mohamad A.,5,16 Sep 2019,"the mouse was amazing, went i hold it for the 1st time it feel sooo good. "
A***.,5,01 Dec 2023,Material:i hope the mouse skates material will be displayed next time 
Shannon C.,5,13 Jan 2024,"Functionality:smooth
 Quality:good
 Material:comfortable "
Hashveen S.,5,01 Aug 2019,"satisfied with overall process and product, only con is the slight dent on the box "
v69 ا.,5,14 Sep 2020,nice..
lo C.,5,02 Apr 2024,ok 
Mikel C.,5,20 Jun 2020,"Bought during sale, came within 2 days. The wrapping is nice. No damage whatsoever. The items itself are nice, very good. Will surely come again."
CHAN S.,5,14 Jun 2020,"Took 5 days for order to go to “logistic facility”. Otherwise product is as advertised. Tracking is excellent, much better than my Razer Taipan. Especially at 16000dpi. Outstanding! On the fly dpi control with dedicated 2 buttons and LED indicator for dpi lvl! Size and shape are excellent. Super smooth gliding! Instant plug and play with optional software install for even more functions!"
Widyo,5,13 Jun 2020,Absolutely original! This is the best mouse gaming! Nicely wrapped and secure.
T***.,5,29 Aug 2023,Very good gaming mouse. On the fly DPI adjustment for sniping in FPS games. Multiple programmable buttons games that can use them. Adjustable removable weights for people who want a light or heavy feel.
Muhammad A.,5,01 Jun 2020,Love it. one of the best mouse i ever bought. Other seller sale quite expensive but so far very satisfied.delivery was fast too.
Amirul M.,5,01 Jun 2020,"the best mouse i ever had. The mouse has a very comfortable grip and you can add on the weight on the mouse. The rgb, can be set on the Logitech Software."
Muhammad I.,5,28 May 2020,"It took a week to ship it (due to Raya) but it's worth the money for a high performing (wired) gaming mouse. Love how easily I could config the button customisation for work and gaming. Just one thing I noticed, the S/N on the wire and the box are 2 different set of numbers, but I submit the warranty and the mouse worked with the Logitech G Hub, then it's all good then! "
*******636,5,08 Jan 2024,"Material:
💯💯💥💥💥 I'm fully satisfied 🥰🥰 "
0***1,5,10 Mar 2024,Quality:  good 
Ng J.,5,27 Sep 2021,Received promptly without incident. Thanks. Best mouse I had ever had. Bought for work. 
azriahmat,5,03 Apr 2021,Nice. Received in good condition. Able to use all functions. 
Chester L.,5,04 Jun 2020,Nice one 
Prashant,5,07 Jul 2023,Box was bit dented. However product seems fine and working.  I have took the picture but problem uploading it.
M***.,5,19 Dec 2021,good 
S***.,5,15 Jun 2022,Package is perfect no dent ty
S***.,5,12 Jul 2022,129.45 good
0***7,5,03 Mar 2023,item is in a good condition
Junelle,5,07 Apr 2022,MY SON LOVES IT
Stanley H.,5,22 Mar 2022,"Fast delivery, great product, box a bit dented but product okay."
L***.,5,09 Feb 2022,Nice packaging and fast delivery. The product is also original and very good. LOVE IT!
C***.,5,23 Feb 2022,"Safely received.  Using it for drafting works, accurate and smooth as silk, money well spent.  Thank you.  👍"
kongwoonhoi,5,15 Dec 2022,fast delivery
Harith A.,5,24 Oct 2022,top product very efficient for gaming
Ikmal M.,5,09 Mar 2023,Functionality:All button are perfectly works Quality:Very good Material:Easy to grip and comfortable
L***.,5,14 Jul 2022,"Fast delivery, authentic product!!"
C***.,5,08 Jul 2022,superb fast delivery. worth for the value
C***.,5,09 Apr 2022,"Quite a decent gaming mouse, lots of button you can customize on the G Hub software, weight of the mouse is just right for me, if you have small hands you might want to avoid this because the mouse itself is quite a size, bought it on a discount price is quite a bargain. Fast shipping from seller side but extremely slow delivery from courier side, it took me more than a week to received my item, changed of courier service at the middle some more, not to mention the dented box."
Ching S.,5,05 Apr 2022,"This mouse is good, but just too many buttons for me "
C***.,5,07 Jun 2022,"decently heavy mouse, not wireless but it's cheap rn for a 100USD mouse that's been on market for nearly the decade. "
Mandy L.,5,14 Jul 2022,product received in good condition. the mouse is worth the price. very good quality 
E***.,5,01 Apr 2022,The mouse works flawlessly.
6***6,5,19 Jan 2024,good👍 
dannyomie,5,03 Jun 2022,box dent but the item in good condition
Mohd R.,5,09 Jul 2020,GOOD 😍
Dana R.,5,05 Jun 2023,"As compared to the first one that came out, it pretty much the same. Great mouse. only this time the wire is not cloth braided n just covered in this thin plastics and seems a little cheap"
Mohamad F.,5,16 May 2023,"Good service & product. Just that i expected the cable to be braided, just learn that this is a new version that does not come with braided cable. Overall, good mouse minus the double clicking issues 👍🏻"
Leong Y.,5,30 Mar 2023,"Quality:It G502, what you expect on a T0 mouse you can get it here Functionality:Is fabulous so far Material:not so perfect, the rubber at the side don't know why it feel sticky"
Davis O.,5,03 Jun 2020,Awesome
Tiew L.,5,28 Apr 2022,"safety arrived, quite nice, fit to my hand and nice to use."
