Username,Rating,Date,Comment
Eartist,,"Reviewed in the United States on April 30, 2024","I bought it specifically for gaming; however, I realized that the ergonomic of the mouse isn't as good. It's huge for my hands, albeit lightweight.

The kicker comes from the expectation of a full refund. I was charged a restocking fee, even though I was told I would receive a full refund. Restocking fee is $12, for those wondering, so unless you're absolutely sure you'd like it or wouldn't mind the $12/$65, then yeah."
Juan A. Macias Martinez,,"Reviewed in the United States on June 13, 2024",I just opened the box and realized this is yet another mouse for people with small hands. I don't have small hands. This is so annoying.
BBEBEBEBBOOOM,,"Reviewed in the United States on March 24, 2024","They changed the shape of this thing and it is terrible. There is barely enough room for your fingers to hit the left and right click. The hump on the right side is more pronounced and annoying. The scroll wheel is an absolute abomination. The scroll wheel feels like it will disintegrate if you press down on it. It has an extremely cheap feeling that is impossible to ignore.

The only improvement they made to this mouse is that it is noticeably lighter than the original g502."
Amazon Customer,,"Reviewed in the United States on June 1, 2024","Have been using the mouse now for a few months. The last few weeks it just loses connection to my pc and doesn't function properly at all. It works great when plugged in, but doesn't work at all wireless-ly. Do not buy."
Adam,,"Reviewed in the United States on April 3, 2024","This is a terrible quality mouse, especially compared to my old G502 which sadly stopped working after 4 years. This one stopped working after only four months with my bottom, sun button, refusing to work now. And then when trying to contact customer service, all you get is useless and helpless AI chat bots. I’m very frustrated that the mouse is such a bad quality and stopped working. TERRIBLE customer service. Stay away by all means."
Nameless,,"Reviewed in the United States on April 16, 2023","I bought this mouse due to the extremely positive reviews I keep hearing about it. I purchased the wireless non-rgb version mainly for games and custom shortcuts in Blender. However, the software you have to use in order to program and use the custom buttons keeps saying the mouse is inactive even though all normal default functionality of the mouse is still working. It's just the custom buttons I have set up that no longer work unless the software is running and can find your mouse.

I'm using this with an HP Omen gaming laptop with Windows 11. If I can get a solid fix for this then I will change my review. However, buying a programmable mouse for this price and can't use the programmable buttons is unacceptable. I've already uninstalled and re-installed GHub as well as unplugging my mouse and restarting my computer several times. It will work briefly each time, but then the software will go back to saying the mouse is inactive -- which then I can't use my custom setup."
Brian P,,"Reviewed in the United States on April 15, 2024","Bought a new product. Nothing on the package indicated it was refurbished until I registered the product on Logitech’s site.

Amazon is shipping a new one, however, I encourage everyone to check the device registration details to make sure you didn’t pay full price for refurbished items with less warranty support."
Amazon Customer,,"Reviewed in the United States on April 19, 2024","The case is not tightly bound, And it makes noise while playing, i think i am going to get back to my old mouse and throw this in to the garbage can, this was one of my beloved series, how did they screw it's built quality is beyond me."
Bramwell,,"Reviewed in the United States on February 13, 2024","This mouse has the worst middle mouse button I've ever used
First mode: Loud ratcheting scroll that doesn't glide at all when more force is applied, just rough manual scrolling.
Second mode: Freely glides but as soon as you take your finger off the scroll wheel it will continue to move the page around as it settles. It has zero resistance and feels sloppy and unusable.
Definitely a step down from previous Logitech scroll wheels. I wish this thing had the MX Master 3S wheel"
Austin T.,,"Reviewed in the United States on December 19, 2023","The amount of times I have accidentally hit some button that changed the profile and made all my buttons stop working is numerous. The wheel has a togglable click setting which I found much later during my ownership, however the click less setting for the wheel is so awful for web pages and anything where any degree of accuracy is needed. It has awkward button placement every where. I'm not sure if i want to try and resell the mouse for 50$ or stomp it in to plastic bits for my own satisfaction."
RPM,,"Reviewed in the United States on September 26, 2023","This is the 2nd G502 Ive purchased. The first wasn't the ""X"" version and worked well for years. This model broke with mild use after 4 months. The side ""G4"" button literally snapped off when being pressed. For a premier gaming mouse that cost north of $100 when I got it, it is pretty cheap garbage. I don't expect mice to last forever but my first thought when unboxing it was ""Wow, this thing is light and really fragile feeling."" Well it ended up being an accurate thought. I cant believe they sell this crap for such a mark up. But, then again, look who bought it twice? Id avoid an get something a bit more substantial.

Side note: Support chat (24/7) never responded so that tracks with the quality."
That Guy,,"Reviewed in the United States on December 27, 2023","This mouse is fine when wired into the computer with a USB cable. It's completely worthless when running wireless. It constantly lags, like it's buffering. The cursor EVENTUALLY moves, assuming you don't wiggle it trying to get a response. It happens once every 3-5 seconds, making the wireless mode (which is why I bought it), completely useless. If I wanted a wired mouse I would have bought a wired mouse. This is incredibly disappointing for a $150 mouse."
Ji Lim,,"Reviewed in the United States on April 18, 2024","There was a small scratch on the button. Now I'm wondering if this is a new mouse or not :(

Mouse feels nice and looks nice tho..."
Mitch,,"Reviewed in the United States on January 12, 2024","Had it for a bout a week before suddenly the ability to click was lost. The mouse still works to move the cursor, but after multiple resets, the ability to click is still gone and the logitech software doesn't even recognize the device. Besides that, this mouse has really ""pingy"" click noises that were pretty annoying and after some research it sounds like this current version has been cheaped out on."
JF,,"Reviewed in the United States on March 22, 2024","Some genius thought to put the side buttons next to the thumb rest area, SO when you move your mouse you risk hitting the side buttons, after more then several months of use it still ruins your games"
Henrik DK,,"Reviewed in the United States on October 24, 2023","The LGHub which is needed to support the special game functionality will not install on my Windows 11. No error message, no indication on why. After extensive search online and trying all the things I could find, I contacted Logitech. It has now been 22 days now. Received a couple of standard emails (try this...) which is no different than what I had found online, and told them I had already done. Last email was a week ago - I would be contacted ASAP.
I guess I am returning the mouse before my return window expires."
Stephen E,,"Reviewed in the United States on November 6, 2023",The pictures lie. The mouse cord is not threaded. If you don’t like bearing mode of the scroll wheel where it just spins forever than the stiffer mode feels cheap and clicky. There is no light sync. Overall it seems the more expensive one is only expensive for the sensor and you’re better off getting the cheaper one. This whole Amazon thread is confusing with the photos and descriptions not changing depending on what mouse you choose. I feel scammed by this. I would not recommend this mouse.
"Not the product advertised, opened the box and there was a 5 dollar HyperX mouse inside, pretty big disappointment and I’ve gotta wait forever for a refund, just don’t buy from this vendor.",,"Reviewed in the United States on April 1, 2024",Opens the box and found a 5$ hyperX mouse inside that was crusty and used. Now I’ve got to wait forever to get my 80 bucks back. Just disappointed as I needed a mouse for school.
M H.,,"Reviewed in the United States on February 19, 2024",The mouse is pretty nice. Ergonomically it is only 3 stars. It is hard to click the extra buttons with medium size hands (approx 8.5 glove). I bought the mouse for gaming especially for the extra buttons and macro feature. The software has lots of issues. The buttons stop working mid game and the software randomly switches between profiles.
Zachary Anderson,,"Reviewed in the United States on May 31, 2024",It simply does not work.
M.Nels,,"Reviewed in the United States on April 19, 2024",The mouse wheel is SUPER loud and clicky. Takes quite a bit of force to spin it. Returned.
Ryan K. Hamilton,,"Reviewed in the United States on February 4, 2023","If you are buying this for gaming, be aware that you can't freely assign mouse buttons in-game. For example, there are buttons (G10, G11) that are by default mapped to DPI Up and DPI Down. There is no way to leave those unmapped so that in your game you can set them to game function. In a normal mouse you can go to your in-game software and choose to remap controls, and click the button you want to remap. This is not possible with this mouse. You have to use the G Hub software and create a game-specific profile, and assigning, for example, button G10 to the ""tab"" key (so you have to remember outside of your game what keyboard button you want mapped to which mouse button).

The mouse itself is nice, but the way they lock you into using their software for configuration makes me kind of hate using it."
Nick,,"Reviewed in the United States on January 26, 2024","The scroll mode toggle button and profile switching button (the two below the scroll wheel) were completely non-functional. Logitech has disappointed me more and more over time, with their products seeming to wear out faster the more recently I'd gotten them, but this is easily a new record. Well done, Logitech. What a garbage company."
Thiagarajan,,"Reviewed in the United States on August 29, 2023","I bought both G502X Plus and MX Master 3S and tested both.

Note: I'm not a gamer. I'm a programmer. If you are a gamer look elsewhere.

MX Master 3S looks perfect and performs much better than G502. G502 looks super cheap and the scroll wheel is flimsy. The side scroll is not available in G502. Except for RGB light, I did not like anything on G502.

If you are a programmer then buy MX Master 3S. It is excellent. Don't waste your time on this G502. I wish the MX Master 3S came with RGB lights."
The Beast but only one problem,,"Reviewed in the United States on October 31, 2023",I liked this mouse a lot when it was working response time was legit. Mouse started having problems with the left click it would get stuck and not only that it started having stuttering issues ruining my online gameplay. I use the precision button to ads and for some reason it keeps typing the damn key. Pretty it’s really light but smh I’m filing for a warranty replacement will update after.
Justin D.,,"Reviewed in the United States on February 13, 2023","The first one I received didn’t turn on, charge, or get seen by my computer. Did all the normal stuff, different cables, different computers, just nothing.

Got a replacement, that one the right mouse button didn’t work. Again, uninstalled reinstalled software/drivers, ran SFC, tried another computer. Nothing would get the right click to do anything.

That being said, the mouse has a great feel and really satisfying click, lighting is really nice too. If it worked this would have been my new main.

TL:DR : two mice both broken, quality control is really bad. Buyer be warned you may not get a fully working mouse. Please try all buttons as soon as you receive it. Legit shame."
rets0f,,"Reviewed in the United States on September 12, 2023","I know it has lightspeed but who wants to plug a dongle everytime they need a device.
At this price I cannot see why bluetooth was dropped. Also bluetooth does another thing. I it allwos you to use the device with two computers at the same time. For me it is my home computer and my work computer. Added to the fact it isn't very clear that the device does not have bluetooth just a great disappointment. Easy return decision."
danielle,,"Reviewed in the United States on December 17, 2023","I'm a little frustrated. I thought all buttons were programmable, they are not. I downloaded the ghub and there was no button mapping available. Or there is something they need to fix with thier software. I returned mine not happy with how little I actually could do with it."
sebastian,,"Reviewed in the United States on April 12, 2024",The box arrived in the worst possible condition.
Dupt Digital,,"Reviewed in the United States on September 8, 2023","This is the worse mouse connection ever.
Logitec is a joke. This new ""better than wifi"" connection is spotty.
The mouse skips around the screen constantly as it lags.
The mouse, keyboard, and all other GHUB devices don't even work on the same usb dongle.
Everything you connect to the computer has to have it's own USB receiver plugged in.
I don't know how they can sell something as ""a faster connection"" when it doesn't even maintain the connection."
Irish,,"Reviewed in the United States on December 28, 2022","The mouse feels more plasticky and cheaply made than my OG 502, but it still feels like it will hold up and work well.

However, this tinny, metallic noise when clicking cannot be understated. If you have any sort of sensory issues, I guarantee you that this will drive you up the wall. It is extremely loud and painful. I looked around online thinking it may be a defective product, but it seems like there are countless other people with the same issue as me.

I must return this and look somewhere else for a mouse that isn't going to ruin my life."
Namba,,"Reviewed in the United States on March 20, 2023","This version of the new 502X cancels the weight patch and most of the parts are made of plastic, so it is much lighter. However the scroll wheel also become very light, and may be a design issue causing an uneven weight distribution on the scroll wheel. After three months of use, in freespin mode, when the finger is released from the scroll wheel, the scroll wheel will spin by itself under gravity at some angles due to weight distribution. After turning quickly, it can be clearly found that the axis of the roller is slightly offset. Very disappointed and had to go back to the old one."
IFG,,"Reviewed in the United States on January 4, 2024",I received the item noticed that it was clearly already opened and likely a returned product from another customer. I then noticed that a button on the mouse was missing/broken off.
Aiden,,"Reviewed in the United States on November 6, 2023","no desperdicien su dinero con esto, no ha pasado ni un año y el click derecho dejó de funcionar completamente! pesima compra, me has decepcionado, logitech.

Don't waste your money on this; it hasn't even been a year, and the right-click has completely stopped working! Terrible purchase, you've disappointed me, Logitech."
Jose,,"Reviewed in the United States on August 9, 2023","Overall the mouse is ok, but for this price you would expect the mouse to be perfect, however the right click feels wanky, not sturdy, feels cheap, I dont know if my unit is bad, but when I press right click it ""slowly continues to press, it is not like you press it and it achieves bottom, it is like you press it and it continues to get pressend and not achieving bottom. Stupid for this price."
CB,,"Reviewed in the United States on November 23, 2022","I have to say I have been a huge fan of logitech products for years but this feels like a mouse that should cost less than 10 dollars. The plastic is so light weight and cheap. The mouse itself feels hollow and thin as an egg shell. The clicking is extremely loud and not in a positive way. The thumb buttons stick out too far, they are wobbly and lose, and also made out of the same cheap plastic that feels so cheaply made it would easily break.

Sadly, this mouse is worth no where near the price tag...entry level at best."
EK,,"Reviewed in the United States on October 4, 2023",After playing with it for a while. It feels like molasses under water. I really do not like this mouse. I have played with DPI settings and that is not the issue. My old 15.00 mouse I am using for a temp works so much better.
Edgar Flores,,"Reviewed in the United States on January 19, 2024","There was powder, fingerprints, clear wear on the bottom bit. I'm not paying full price for a product that's used, shame!"
casey,,"Reviewed in the United States on January 5, 2024","Cord falls out extremely easily. So easily that you CANNOT use this as a corded mouse. Also dies quickly without warning.
Easily my most frustrating purchase in the last year."
Devashish,,"Reviewed in the United States on November 30, 2023",The shape and texture combined with button click quality and wire quality still feels weird and makes my hand hurt even after couple months of use :(
Dan N,,"Reviewed in the United States on July 3, 2023","Just like their original G502, Logitech is falsely advertising that these mice work with the Powerplay charging system - they do not.

Do not purchase this mouse if you are trying to take advantage of the wireless charging capabilities of the Powerplay system --> only the G903 or G703 actually charge as advertised, and this is obvious when reading the documentation for the Powerplay mat that logitech keeps on their site.

Absolutely ridiculously deceitful marketing from Logitech."
ANDRES LOJA,,"Reviewed in the United States on January 8, 2024","I bought 2 logitech g502x mice. In one box I received an old mouse from another brand and the other a damaged mouse.
Very disappointing."
doug8751,,"Reviewed in the United States on June 3, 2023","Edit: 8/19/23: Stay away from this mouse. It overheats and the LMB & RMB stop working. Everything else works. It overheats. I have to turn it off in between games of Overwatch, and keep a small fan nearby. Avoid.

Best mouse I’ve ever used. Love the old G502, and the weight reduction improves that further. I use a Logitech hard mouse pad and it combines with that awesome!"
Connor,,"Reviewed in the United States on July 1, 2023","I had an issue with the original purchase where it would often right click when picking up and placing the mouse down, even by a few mm. I returned and got as replacement, only for the same issue to pop up a bit later. If this issue didn't happen it would easily be a 5/5 review, but to have an issue that basically makes the mouse unusable less than a year in is ridiculous."
Grumpy Boz,,"Reviewed in the United States on August 3, 2023","Feels cheaply made, buttons are spongy. It feels like I could crush it if I squeeze it to tight while gaming, Nothing like the Logitech G502 Hero I have used for 8 years. That thing was built like a TANK!! Not sure why Logitech went the cheap crap route but you can bet it was for the money!"
Jacob,,"Reviewed in the United States on August 7, 2023",Was working fine until one day as I turned on my computer I thought my pc wasn't showing up my mouse. After plugging on my broken old one I realized it was just faulty and would not connect to my pc no matter what I tried. Wouldn't recommend buying this model.
William Kurtz,,"Reviewed in the United States on January 29, 2023","Here's an update review..

Here we are two months later. I'm playing games and what not, and I start to see stuttering in game and in my program windows when I move or move them. I'm trying everything to see what the stuttering is. Then out of curiosity I tell myself, ""there's no way"". I swap mice to my old g502.

The stuttering stops.... I could not believe it. Not happy at all."
Diego Bernal Torres,,"Reviewed in the United States on September 22, 2023","the side button gets mapped to the wrong thing, The side button gets mapped to another button. The the key I set it to does not work. Another thing was random kicks, my mouse just pointed up while gaming."
Amazon Customer,,"Reviewed in the United States on October 12, 2023","All the buttons on the G502 X are super loud and had a spring noise. Especially the scroll wheel lock/unlock button, when I click it the whole mouse vibrates."
Capt. Kirk,,"Reviewed in the United States on August 3, 2023","Page says this thing is 4.6 inches wide would have been great for my large hands but it is definitely not even 3 inches wide, which means I have to send this back for false advertising. I spend too much time on a computer to be in discomfort over ill-fitting hardware peripherals."
Amazon Customer,,"Reviewed in the United States on February 28, 2023","Scroll wheel is super loose after 2 weeks. Button placements do not feel good on the average hand. two left side buttons you need to bend your thumb all the way back to push them. normal gamer i do not abuse what i have and mouse died in 90 days. plugged in to multiple usb ports and also another pc and its completely dead, not working. dont waste your time with the Logitech G502 x"
Hazel Lee,,"Reviewed in the United States on October 18, 2023","Literally stutters and lags , went through every remedy.
its only been 2 months

Had this happen with my other logitech mouse."
Tippmann,,"Reviewed in the United States on January 3, 2024",Flopped out in less than 30 days.
Bernardo Valleramos III,,"Reviewed in the United States on March 29, 2023","I just got this G502X (White). I’m disappointed as to when I connect it to my macbook and turned on the mouse, the mouse didn’t have the RGB lights on. What’s more disappointing is it doesn't even work on my macbook. As you can see from the video. The mouse is fully charged by the way."
Joseph Dalessandro,,"Reviewed in the United States on February 6, 2023","Well, after less then 24hr of use my Logitech G 502 X Plus has an issue with the right click. Google the problem and sure enough, this is a known issue with this model. I will be sending this back. Not spending this kind of money to have a mouse right out of the box with this type of issue. Logitech WTF!"
Nhu Nguyen,,"Reviewed in the United States on January 22, 2023","After three months, the device stopped functioning properly, even after updating all the drivers and software. Clicking issues occur where nothing works for a brief 15-40 seconds, and then it works again. This happens intermittently, and it is super annoying. Sorry if the video is blurry. I can't upload iPhone video so I went the video to a text message and re-upload it."
Samson,,"Reviewed in the United States on August 24, 2023","The RGB is default pink and light. If you exit the logi software, you lose the rainbow wave. Otherwise, it's an amazing mouse feel and response."
venom,,"Reviewed in the United States on October 30, 2023",lied about the same day shipping
Hunter,,"Reviewed in the United States on October 4, 2023",Mouse one stoped working out of nowhere hasnt even been 6 months
Amazon Customer,,"Reviewed in the United States on February 24, 2023",Right-click bounce back was very loud. Metallic bell ringing sound. Research found others had the same issue. The right edge has been redesigned over previous G502 models and bulged out where the finger rests making it very uncomfortable.
nn1kk3,,"Reviewed in the United States on April 22, 2023",Scroll back with the wheel does not work. Left click occasionally behaved like it continued to click. Back click was slow. I must return it.
CARTOONight,,"Reviewed in the United States on February 12, 2023",Left and right click are not dependable. First time start up neither worked. After troubleshooting they seemed to work for a few hours then back to not working. Never buying from Logitech again.
connie,,"Reviewed in the United States on May 4, 2023",I bought this mouse and had it for a month and honestly it worked really well until the left mouse click started getting stuck messing up my gaming performance. It lasted a month...
Russ,,"Reviewed in the United States on August 11, 2023",Logitech has the worst customer service. I suggest you buy from a reputable brand.
david leifer,,"Reviewed in the United States on July 19, 2023","This product is trash, I bought it and the mouse 6 button broke in a week"
Antonio,,"Reviewed in the United States on May 17, 2023","Can’t fathom spending $160 for a mouse. It honestly felt cheap. Minimal lights. I absolutely hated the scroll wheel, on both settings."
T. M.,,"Reviewed in the United States on September 24, 2022","Imagine the original G502, but with left and right buttons that are not only louder, but stiffer, so much so that every time you click, you're reminded of how hollow the mouse really is. That's the G502 X."
Louis,,"Reviewed in the United States on November 18, 2022",Great mouse. But logitech g software sucks. So I won't recommend buying logitech products. Buy Razer instead. Razer Synapse 3 software is miles better.
bubbles,,"Reviewed in the United States on April 26, 2023","Cheap plastic, horrible construction, ultra light, and weak battery."
Diego,,"Reviewed in the United States on May 10, 2023",After 4 months of using the right and left click it stopped working.
Adam C,,"Reviewed in the United States on December 4, 2022",Says it comes with a microphone does not come with it. False advertising.
Brittany M,,"Reviewed in the United States on May 30, 2024","Based on my prior logitech peripherals, I assumed this had bluetooth and it's not easy to discern by the advertising that it does not.
Anyway, it's a bust for me almost entirely based on the fact that I cannot switch easily between my laptop and desktop. I even tried to sync my computers with synergy and purchased the software - my other mouse works fine (presumably because it's BT capable), but even wired on one and the dongle in the other, this mouse won't connect to both without manually swapping the connection.

What a silly thing to get rid of in a full size mouse. Absolutely not worth the effort and the mouse is only average at best anyway.

Will be returning."
Rudy,,"Reviewed in the United States on June 8, 2024",The top side button when mushy after a week of use and there was no response when pressing the button
Kevin Cinq-Mars,,"Reviewed in the United States on March 22, 2024","It's significantly bulkier than the G502.
The buttons are mushy, and their different placement than the 502 is awkward.
The reversible thumb button pops off during normal use and is small enough that it might never be found if lost.
Except for its pointy front, the 502 was more or less perfect and its its cheaper. Go for the previous generation (G502, not the G502X) and save yourself some money."
Applejack,,"Reviewed in the United States on April 24, 2024","4 months old and goes from 100% battery to 3% charge in about 5 minutes. Cannot be used wireless at all anymore.

EDIT: Yeah, I have to buy a new mouse. This piece of trash disconnects and goes to sleep even WHILE PLUGGED DIRECTLY INTO THE COMPUTER AND OCCASIONALLY EVEN DURING ACTIVE USE. It will not wake up and be recognized by the system until I unplug it and plug it back in. I've never encountered a worse peripheral in my life. A complete waste of money. I've had better luck with $4.00 off-brand, disposable mice."
Brian,,"Reviewed in the United States on February 13, 2024","Despite what the literature from Logitech will say regarding compatibility with Mac's operating system, it is incompatible with the new line of MacBook pros from a hardware standpoint. This mouse lacks a Bluetooth connection, instead you have to use their proprietary dongle, which only plugs into a USB-A port. The new MacBook Pro line only has a slew of USB-C ports."
RubenFigueroa,,"Reviewed in the United States on February 8, 2024",No good
Chase Munson,,"Reviewed in the United States on December 20, 2023","They will lose your package before it even makes it to the shipper, tell you it was never going to make it to you, and think it's completely fine to make you wait (up to 14 days!) for a ""back end investigation"" to complete and not let you just refund the product. Their support will run you in circles and even stop sending the log to your email (when you've already typed it multiple times as well) and tell you you'll see a followup (you will not)."
HOWARD PRICE,,"Reviewed in the United States on October 1, 2023","after 2 months of using the mouse, the left and right click doesnt work. i wouldnt waste your money on this. it seems like this is a common issue for the mouse and logitech wont issue you a new one. apparently it overheats and stops those buttons from working."
John D. Morris,,"Reviewed in the United States on October 3, 2023","Claims 137 hours of battery life with all battery draining features disabled. In reality you get about 24 hours with a full charge. The gHub software is also extremely miserable to use and poorly coded, I wont buy logitech again.

Update - the mouse stopped working after 6 months of use. Does not show up in G hub or turn on at all any more. Spending 200$ on a mouse that is worse in every single way than a 20$ mouse from china was a mistake, do not purchase"
